date,time_UTC,lat,lon,Dive
20160725,21:30:52.8530,41.840613,-65.500545,20160725_64
20160725,21:31:32.8540,41.842623,-65.500335,20160725_64
20160725,21:32:12.8560,41.844627,-65.500103,20160725_64
20160725,21:32:52.8569,41.84666,-65.499872,20160725_64
20160725,21:33:32.8590,41.848627,-65.499692,20160725_64
20160725,21:34:12.8600,41.850563,-65.499455,20160725_64
20160725,21:34:52.8620,41.852492,-65.499288,20160725_64
20160725,21:35:32.8630,41.854413,-65.499115,20160725_64
20160725,21:36:12.8649,41.856358,-65.498982,20160725_64
20160725,21:36:52.8660,41.858333,-65.498847,20160725_64
20160725,21:37:32.8680,41.860353,-65.498782,20160725_64
20160725,21:38:12.8690,41.862392,-65.498815,20160725_64
20160725,21:38:52.8710,41.864468,-65.498803,20160725_64
20160725,21:39:32.8720,41.866488,-65.498903,20160725_64
20160725,21:40:12.8729,41.868543,-65.498967,20160725_64
20160725,21:40:52.8749,41.870598,-65.49904,20160725_64
20160725,21:41:32.8759,41.872657,-65.499128,20160725_64
20160725,21:42:12.8779,41.874725,-65.49922,20160725_64
20160725,21:42:52.8790,41.876802,-65.499288,20160725_64
20160725,21:43:32.8809,41.878863,-65.499343,20160725_64
20160725,21:44:12.8819,41.880933,-65.499482,20160725_64
20160725,21:44:28.8829,41.881765,-65.499538,20160725_64
20160725,21:45:08.8850,41.883837,-65.499655,20160725_64
20160725,21:45:48.8870,41.885882,-65.499738,20160725_64
20160725,21:46:28.8409,41.887942,-65.499815,20160725_64
20160725,21:28:12.8470,41.83261,-65.5015,20160725_62
20160725,21:28:52.8979,41.834592,-65.501267,20160725_62
20160725,21:29:32.9000,41.836583,-65.501027,20160725_62
20160725,21:30:12.8509,41.838597,-65.500793,20160725_62
20160725,21:30:52.8530,41.840613,-65.500545,20160725_62
20160725,21:31:32.8540,41.842623,-65.500335,20160725_62
20160725,21:32:12.8560,41.844627,-65.500103,20160725_62
20160725,21:32:52.8569,41.84666,-65.499872,20160725_62
20160725,21:33:32.8590,41.848627,-65.499692,20160725_62
20160725,21:34:12.8600,41.850563,-65.499455,20160725_62
20160725,21:34:52.8620,41.852492,-65.499288,20160725_62
20160725,21:35:32.8630,41.854413,-65.499115,20160725_62
20160725,21:36:12.8649,41.856358,-65.498982,20160725_62
20160725,21:36:52.8660,41.858333,-65.498847,20160725_62
20160725,21:37:32.8680,41.860353,-65.498782,20160725_62
20160725,21:38:12.8690,41.862392,-65.498815,20160725_62
20160725,21:38:52.8710,41.864468,-65.498803,20160725_62
20160725,21:39:32.8720,41.866488,-65.498903,20160725_62
20160725,21:40:12.8729,41.868543,-65.498967,20160725_62
20160725,21:40:52.8749,41.870598,-65.49904,20160725_62
20160725,21:41:32.8759,41.872657,-65.499128,20160725_62
20160725,21:42:12.8779,41.874725,-65.49922,20160725_62
20160725,21:42:52.8790,41.876802,-65.499288,20160725_62
20160802,20:50:15.9030,39.763992,-68.954205,20160802_16
20160802,20:50:55.9510,39.765467,-68.953027,20160802_16
20160802,20:51:35.9099,39.766978,-68.951977,20160802_16
20160802,20:51:56.7940,39.767763,-68.951422,20160802_16
20160802,20:52:36.7459,39.769248,-68.950345,20160802_16
20160802,20:53:16.7470,39.77072,-68.949223,20160802_16
20160802,20:53:56.7979,39.772035,-68.947885,20160802_16
20160802,20:54:36.7500,39.773375,-68.946618,20160802_16
20160802,20:55:16.8000,39.774687,-68.94538,20160802_16
20160802,20:55:56.8009,39.77603,-68.944125,20160802_16
20160802,20:56:36.7540,39.777393,-68.94286,20160802_16
20160802,20:57:16.7560,39.778762,-68.941597,20160802_16
20160802,20:57:56.8060,39.780092,-68.94029,20160802_16
20160802,20:58:36.8080,39.781432,-68.939002,20160802_16
20160802,20:59:16.7600,39.78276,-68.937715,20160802_16
20160802,20:59:56.8109,39.784102,-68.93642,20160802_16
20160802,21:00:36.7619,39.785433,-68.935118,20160802_16
20160802,21:01:16.8189,39.786772,-68.933818,20160802_16
20160802,21:01:56.8210,39.788117,-68.932523,20160802_16
20160802,21:02:36.8220,39.789437,-68.931223,20160802_16
20160802,21:03:16.7729,39.790768,-68.929925,20160802_16
20160802,21:03:56.8260,39.792092,-68.928638,20160802_16
20160802,21:04:36.8260,39.7934,-68.927345,20160802_16
20160802,21:05:16.7769,39.794707,-68.926072,20160802_16
20160802,21:05:56.8290,39.796057,-68.924857,20160802_16
20160802,21:06:36.8310,39.79743,-68.923647,20160802_16
20160802,21:07:16.7820,39.798787,-68.92239,20160802_16
20160802,21:07:56.7830,39.800162,-68.921145,20160802_16
20160814,13:17:13.5190,41.738023,-65.60564,20160814_03
